Year,Year_Level,LGA_KEY,LGA_DESC,INDICATOR_NUM_FULL,Numerator,Denominator,Indicator_Calc
2009,Year 5,22670,Greater Bendigo (C),11.1,1127,1232,91.5%
2009,Year 5,22310,Greater Dandenong (C),11.1,1375,1547,88.9%
2009,Year 5,22750,Greater Geelong (C),11.1,2389,2601,91.8%
2009,Year 5,22830,Greater Shepparton (C),11.1,852,937,90.9%
2009,Year 5,22910,Hepburn (S),11.1,131,140,93.6%
2009,Year 5,22980,Hindmarsh (S),11.1,60,69,87.0%
2009,Year 5,23110,Hobsons Bay (C),11.1,819,875,93.6%
2009,Year 5,23190,Horsham (Rc),11.1,205,226,90.7%
2009,Year 5,23270,Hume (C),11.1,2129,2344,90.8%
2009,Year 5,23350,Indigo (S),11.1,178,190,93.7%
2009,Year 5,23430,Kingston (C),11.1,1343,1403,95.7%
2009,Year 5,23670,Knox (C),11.1,1735,1825,95.1%
2009,Year 5,23810,Latrobe (C),11.1,798,875,91.2%
2009,Year 5,23940,Loddon (S),11.1,83,87,95.4%
2009,Year 5,24130,Macedon Ranges (S),11.1,579,601,96.3%
2009,Year 5,24210,Manningham (C),11.1,1135,1183,95.9%
2009,Year 5,24250,Mansfield (S),11.1,52,53,98.1%
2009,Year 5,24330,Maribyrnong (C),11.1,475,521,91.2%
2009,Year 5,24410,Maroondah (C),11.1,1117,1169,95.6%
2009,Year 5,24600,Melbourne (C),11.1,244,258,94.6%
2009,Year 5,24650,Melton (S),11.1,1114,1225,90.9%
2009,Year 5,24780,Mildura (Rc),11.1,681,761,89.5%
2009,Year 5,24850,Mitchell (S),11.1,488,531,91.9%
2009,Year 5,24900,Moira (S),11.1,335,356,94.1%
2009,Year 5,24970,Monash (C),11.1,1772,1859,95.3%
2009,Year 5,25060,Moonee Valley (C),11.1,1338,1393,96.1%
2009,Year 5,25150,Moorabool (S),11.1,373,396,94.2%
2009,Year 5,25250,Moreland (C),11.1,1226,1335,91.8%
2009,Year 5,25340,Mornington Peninsula (S),11.1,1673,1753,95.4%
2009,Year 5,25430,Mount Alexander (S),11.1,176,190,92.6%
2009,Year 5,25490,Moyne (S),11.1,164,174,94.3%
2009,Year 5,25620,Murrindindi (S),11.1,125,134,93.3%
2009,Year 5,25710,Nillumbik (S),11.1,855,880,97.2%
2009,Year 5,25810,Northern Grampians (S),11.1,126,136,92.6%
2009,Year 5,25900,Port Phillip (C),11.1,379,405,93.6%
2009,Year 5,25990,Pyrenees (S),11.1,61,64,95.3%
2009,Year 5,26080,Queenscliffe (B),11.1,53,53,100.0%
2009,Year 5,26170,South Gippsland (S),11.1,315,345,91.3%
2009,Year 5,26260,Southern Grampians (S),11.1,228,243,93.8%
2009,Year 5,26350,Stonnington (C),11.1,926,945,98.0%
2009,Year 5,26430,Strathbogie (S),11.1,89,94,94.7%
2009,Year 5,26490,Surf Coast (S),11.1,266,268,99.3%
2009,Year 5,26610,Swan Hill (Rc),11.1,296,339,87.3%
2009,Year 5,26670,Towong (S),11.1,78,82,95.1%
2009,Year 5,29399,Unincorporated Vic,11.1,NDP,NDP,NDP
2009,Year 5,26700,Wangaratta (Rc),11.1,316,349,90.5%
2009,Year 5,26730,Warrnambool (C),11.1,411,447,91.9%
2009,Year 5,26810,Wellington (S),11.1,502,542,92.6%
2009,Year 5,26890,West Wimmera (S),11.1,42,43,97.7%
2009,Year 5,26980,Whitehorse (C),11.1,1613,1709,94.4%
2009,Year 5,27070,Whittlesea (C),11.1,1560,1666,93.6%
2009,Year 5,27170,Wodonga (Rc),11.1,445,487,91.4%
2009,Year 5,27260,Wyndham (C),11.1,1829,2026,90.3%
2009,Year 5,27350,Yarra (C),11.1,569,594,95.8%
2009,Year 5,27450,Yarra Ranges (S),11.1,1914,2020,94.8%
2009,Year 5,27630,Yarriambiack (S),11.1,83,96,86.5%
2009,Year 7,20110,Alpine (S),11.1,138,144,95.8%
2009,Year 7,20260,Ararat (Rc),11.1,159,167,95.2%
2009,Year 7,20570,Ballarat (C),11.1,1462,1568,93.2%
2009,Year 7,20660,Banyule (C),11.1,1807,1886,95.8%
2009,Year 7,20740,Bass Coast (S),11.1,268,280,95.7%
2009,Year 7,20830,Baw Baw (S),11.1,745,788,94.5%
2009,Year 7,20910,Bayside (C),11.1,1023,1038,98.6%
2009,Year 7,21010,Benalla (Rc),11.1,163,176,92.6%
2009,Year 7,21110,Boroondara (C),11.1,2653,2686,98.8%
2009,Year 7,21180,Brimbank (C),11.1,1738,1875,92.7%
2009,Year 7,21270,Buloke (S),11.1,89,96,92.7%
2009,Year 7,21370,Campaspe (S),11.1,534,563,94.8%
2009,Year 7,21450,Cardinia (S),11.1,726,778,93.3%
2009,Year 7,21610,Casey (C),11.1,2890,3081,93.8%
2009,Year 7,21670,Central Goldfields (S),11.1,222,227,97.8%
2009,Year 7,21750,Colac-Otway (S),11.1,249,270,92.2%
2009,Year 7,21830,Corangamite (S),11.1,232,248,93.5%
2009,Year 7,21890,Darebin (C),11.1,905,985,91.9%
2009,Year 7,22110,East Gippsland (S),11.1,445,482,92.3%
2009,Year 7,22170,Frankston (C),11.1,1605,1716,93.5%
2009,Year 7,22250,Gannawarra (S),11.1,99,104,95.2%
2009,Year 7,22410,Glen Eira (C),11.1,1188,1221,97.3%
2009,Year 7,22490,Glenelg (S),11.1,230,247,93.1%
2009,Year 7,22670,Greater Bendigo (C),11.1,1223,1310,93.4%
2009,Year 7,22310,Greater Dandenong (C),11.1,1726,1918,90.0%
2009,Year 7,22750,Greater Geelong (C),11.1,2898,3047,95.1%
2009,Year 7,22830,Greater Shepparton (C),11.1,840,924,90.9%
2009,Year 7,22910,Hepburn (S),11.1,90,94,95.7%
2009,Year 7,22980,Hindmarsh (S),11.1,78,80,97.5%
2009,Year 7,23110,Hobsons Bay (C),11.1,802,840,95.5%
2009,Year 7,23190,Horsham (Rc),11.1,221,240,92.1%
2009,Year 7,23270,Hume (C),11.1,1808,1973,91.6%
2009,Year 7,23350,Indigo (S),11.1,113,115,98.3%
2009,Year 7,23430,Kingston (C),11.1,1337,1375,97.2%
2009,Year 7,23670,Knox (C),11.1,1074,1115,96.3%
2009,Year 7,23810,Latrobe (C),11.1,803,878,91.5%
2009,Year 7,23940,Loddon (S),11.1,69,69,100.0%
2009,Year 7,24130,Macedon Ranges (S),11.1,569,588,96.8%
2009,Year 7,24210,Manningham (C),11.1,1098,1165,94.2%
2009,Year 7,24250,Mansfield (S),11.1,63,74,85.1%
2009,Year 7,24330,Maribyrnong (C),11.1,654,721,90.7%
2009,Year 7,24410,Maroondah (C),11.1,1438,1474,97.6%
2009,Year 7,24600,Melbourne (C),11.1,697,709,98.3%
2009,Year 7,24650,Melton (S),11.1,1268,1347,94.1%
2009,Year 7,24780,Mildura (Rc),11.1,723,788,91.8%
2009,Year 7,24850,Mitchell (S),11.1,529,559,94.6%
2009,Year 7,24900,Moira (S),11.1,355,381,93.2%
2009,Year 7,24970,Monash (C),11.1,2529,2605,97.1%
2009,Year 7,25060,Moonee Valley (C),11.1,1587,1618,98.1%
2009,Year 7,25150,Moorabool (S),11.1,290,305,95.1%
2009,Year 7,25250,Moreland (C),11.1,1112,1190,93.4%
2009,Year 7,25340,Mornington Peninsula (S),11.1,1556,1627,95.6%
2009,Year 7,25430,Mount Alexander (S),11.1,111,122,91.0%
2009,Year 7,25490,Moyne (S),11.1,51,51,100.0%
2009,Year 7,25620,Murrindindi (S),11.1,95,106,89.6%
2009,Year 7,25710,Nillumbik (S),11.1,620,633,97.9%
2009,Year 7,25810,Northern Grampians (S),11.1,103,119,86.6%
2009,Year 7,25900,Port Phillip (C),11.1,287,313,91.7%
2009,Year 7,25990,Pyrenees (S),11.1,19,22,86.4%
2009,Year 7,26170,South Gippsland (S),11.1,335,361,92.8%
2009,Year 7,26260,Southern Grampians (S),11.1,272,293,92.8%
2009,Year 7,26350,Stonnington (C),11.1,974,983,99.1%
2009,Year 7,26430,Strathbogie (S),11.1,65,69,94.2%
2009,Year 7,26490,Surf Coast (S),11.1,53,55,96.4%
2009,Year 7,26610,Swan Hill (Rc),11.1,308,336,91.7%
2009,Year 7,26670,Towong (S),11.1,123,131,93.9%
2009,Year 7,,Unknown LGA in Victoria,11.1,NDP,NDP,NDP
2009,Year 7,26700,Wangaratta (Rc),11.1,347,372,93.3%
2009,Year 7,26730,Warrnambool (C),11.1,536,569,94.2%
2009,Year 7,26810,Wellington (S),11.1,505,532,94.9%
2009,Year 7,26890,West Wimmera (S),11.1,50,55,90.9%
2009,Year 7,26980,Whitehorse (C),11.1,1543,1590,97.0%
2009,Year 7,27070,Whittlesea (C),11.1,1427,1522,93.8%
2009,Year 7,27170,Wodonga (Rc),11.1,537,567,94.7%
2009,Year 7,27260,Wyndham (C),11.1,1718,1866,92.1%
2009,Year 7,27350,Yarra (C),11.1,685,695,98.6%
2009,Year 7,27450,Yarra Ranges (S),11.1,1937,2022,95.8%
2009,Year 7,27630,Yarriambiack (S),11.1,93,102,91.2%
2009,Year 9,20110,Alpine (S),11.1,131,134,97.8%
2009,Year 9,20260,Ararat (Rc),11.1,146,158,92.4%
2009,Year 9,20570,Ballarat (C),11.1,1502,1621,92.7%
2009,Year 9,20660,Banyule (C),11.1,1861,1991,93.5%
2009,Year 9,20740,Bass Coast (S),11.1,248,261,95.0%
2009,Year 9,20830,Baw Baw (S),11.1,755,800,94.4%
2009,Year 9,20910,Bayside (C),11.1,984,1027,95.8%
2009,Year 9,21010,Benalla (Rc),11.1,179,194,92.3%
2009,Year 9,21110,Boroondara (C),11.1,2653,2703,98.2%
2009,Year 9,21180,Brimbank (C),11.1,1650,1878,87.9%
2009,Year 9,21270,Buloke (S),11.1,87,89,97.8%
2009,Year 9,21370,Campaspe (S),11.1,531,574,92.5%
2009,Year 9,21450,Cardinia (S),11.1,647,692,93.5%
2009,Year 9,21610,Casey (C),11.1,2637,2891,91.2%
2009,Year 9,21670,Central Goldfields (S),11.1,184,201,91.5%
2009,Year 9,21750,Colac-Otway (S),11.1,247,279,88.5%
2009,Year 9,21830,Corangamite (S),11.1,214,232,92.2%
2009,Year 9,21890,Darebin (C),11.1,777,880,88.3%
2009,Year 9,22110,East Gippsland (S),11.1,462,511,90.4%
2009,Year 9,22170,Frankston (C),11.1,1539,1706,90.2%
2009,Year 9,22250,Gannawarra (S),11.1,100,105,95.2%
2009,Year 9,22410,Glen Eira (C),11.1,1057,1093,96.7%
2009,Year 9,22490,Glenelg (S),11.1,241,272,88.6%
2009,Year 9,22670,Greater Bendigo (C),11.1,1193,1304,91.5%
2009,Year 9,22310,Greater Dandenong (C),11.1,1623,1885,86.1%
2009,Year 9,22750,Greater Geelong (C),11.1,2812,3003,93.6%
2009,Year 9,22830,Greater Shepparton (C),11.1,772,874,88.3%
2009,Year 9,22910,Hepburn (S),11.1,72,80,90.0%
2009,Year 9,22980,Hindmarsh (S),11.1,74,83,89.2%
2009,Year 9,23110,Hobsons Bay (C),11.1,812,874,92.9%
2009,Year 9,23190,Horsham (Rc),11.1,205,224,91.5%
2009,Year 9,23270,Hume (C),11.1,1764,1971,89.5%
2009,Year 9,23350,Indigo (S),11.1,111,113,98.2%
2009,Year 9,23430,Kingston (C),11.1,1227,1303,94.2%
2009,Year 9,23670,Knox (C),11.1,1134,1176,96.4%
2009,Year 9,23810,Latrobe (C),11.1,741,826,89.7%
2009,Year 9,23940,Loddon (S),11.1,70,73,95.9%
2009,Year 9,24130,Macedon Ranges (S),11.1,527,553,95.3%
2009,Year 9,24210,Manningham (C),11.1,1039,1144,90.8%
2009,Year 9,24250,Mansfield (S),11.1,395,403,98.0%
2009,Year 9,24330,Maribyrnong (C),11.1,646,736,87.8%
2009,Year 9,24410,Maroondah (C),11.1,1449,1507,96.2%
2009,Year 9,24600,Melbourne (C),11.1,877,894,98.1%
2009,Year 9,24650,Melton (S),11.1,1032,1159,89.0%
2009,Year 9,24780,Mildura (Rc),11.1,690,759,90.9%
2009,Year 9,24850,Mitchell (S),11.1,519,567,91.5%
2009,Year 9,24900,Moira (S),11.1,367,398,92.2%
2009,Year 9,24970,Monash (C),11.1,2490,2604,95.6%
2009,Year 9,25060,Moonee Valley (C),11.1,1568,1638,95.7%
2009,Year 9,25150,Moorabool (S),11.1,229,246,93.1%
2009,Year 9,25250,Moreland (C),11.1,832,972,85.6%
2009,Year 9,25340,Mornington Peninsula (S),11.1,1481,1555,95.2%
2009,Year 9,25430,Mount Alexander (S),11.1,141,154,91.6%
2009,Year 9,25490,Moyne (S),11.1,43,45,95.6%
2009,Year 9,25620,Murrindindi (S),11.1,105,119,88.2%
2009,Year 9,25710,Nillumbik (S),11.1,559,576,97.0%
2009,Year 9,25810,Northern Grampians (S),11.1,64,75,85.3%
2009,Year 9,25900,Port Phillip (C),11.1,519,533,97.4%
2009,Year 9,25990,Pyrenees (S),11.1,23,25,92.0%
2009,Year 9,26170,South Gippsland (S),11.1,371,388,95.6%
2009,Year 9,26260,Southern Grampians (S),11.1,279,296,94.3%
2009,Year 9,26350,Stonnington (C),11.1,951,957,99.4%
2009,Year 9,26430,Strathbogie (S),11.1,52,54,96.3%
2009,Year 9,26490,Surf Coast (S),11.1,9,9,100.0%
2009,Year 9,26610,Swan Hill (Rc),11.1,286,324,88.3%
2009,Year 9,26670,Towong (S),11.1,106,112,94.6%
2009,Year 9,,Unknown LGA in Victoria,11.1,0,0,0.0%
2009,Year 9,26700,Wangaratta (Rc),11.1,362,389,93.1%
2009,Year 9,26730,Warrnambool (C),11.1,543,597,91.0%
2009,Year 9,26810,Wellington (S),11.1,561,602,93.2%
2009,Year 9,26890,West Wimmera (S),11.1,53,55,96.4%
2009,Year 9,26980,Whitehorse (C),11.1,1493,1537,97.1%
2009,Year 9,27070,Whittlesea (C),11.1,1307,1440,90.8%
2009,Year 9,27170,Wodonga (Rc),11.1,456,485,94.0%
2009,Year 9,27260,Wyndham (C),11.1,1578,1729,91.3%
2009,Year 9,27350,Yarra (C),11.1,848,870,97.5%
2009,Year 9,27450,Yarra Ranges (S),11.1,1854,1940,95.6%
2009,Year 9,27630,Yarriambiack (S),11.1,107,113,94.7%
2010,Year 3,20110,Alpine (S),11.1,125,131,95.4%
2010,Year 3,20260,Ararat (Rc),11.1,110,118,93.2%
2010,Year 3,20570,Ballarat (C),11.1,1048,1164,90.0%
2010,Year 3,20660,Banyule (C),11.1,1314,1374,95.6%
2010,Year 3,20740,Bass Coast (S),11.1,272,283,96.1%
2010,Year 3,20830,Baw Baw (S),11.1,479,502,95.4%
2010,Year 3,20910,Bayside (C),11.1,1344,1354,99.3%
2010,Year 3,21010,Benalla (Rc),11.1,120,130,92.3%
2010,Year 3,21110,Boroondara (C),11.1,2091,2130,98.2%
2010,Year 3,21180,Brimbank (C),11.1,2125,2281,93.2%
2010,Year 3,21270,Buloke (S),11.1,78,82,95.1%
2010,Year 3,21370,Campaspe (S),11.1,443,482,91.9%
2010,Year 3,21450,Cardinia (S),11.1,894,946,94.5%
2010,Year 3,21610,Casey (C),11.1,3242,3447,94.1%
2010,Year 3,21670,Central Goldfields (S),11.1,123,134,91.8%
2010,Year 3,21750,Colac-Otway (S),11.1,246,261,94.3%
2010,Year 3,21830,Corangamite (S),11.1,207,219,94.5%
2010,Year 3,21890,Darebin (C),11.1,1038,1148,90.4%
2010,Year 3,22110,East Gippsland (S),11.1,409,442,92.5%
2010,Year 3,22170,Frankston (C),11.1,1297,1384,93.7%
2010,Year 3,22250,Gannawarra (S),11.1,116,124,93.5%
2010,Year 3,22410,Glen Eira (C),11.1,1371,1448,94.7%
2010,Year 3,22490,Glenelg (S),11.1,218,230,94.8%
2010,Year 3,22490,Golden Plains (S),11.1,223,233,95.7%
2010,Year 3,22670,Greater Bendigo (C),11.1,1132,1200,94.3%
2010,Year 3,22310,Greater Dandenong (C),11.1,1402,1522,92.1%
2010,Year 3,22750,Greater Geelong (C),11.1,2432,2597,93.6%
2010,Year 3,22830,Greater Shepparton (C),11.1,782,845,92.5%
2010,Year 3,22910,Hepburn (S),11.1,117,120,97.5%
2010,Year 3,22980,Hindmarsh (S),11.1,70,73,95.9%
2010,Year 3,23110,Hobsons Bay (C),11.1,879,910,96.6%
2010,Year 3,23190,Horsham (Rc),11.1,215,239,90.0%
2010,Year 3,23270,Hume (C),11.1,2092,2269,92.2%
2010,Year 3,23350,Indigo (S),11.1,173,176,98.3%
2010,Year 3,23430,Kingston (C),11.1,1334,1392,95.8%
2010,Year 3,23670,Knox (C),11.1,1542,1618,95.3%
2010,Year 3,23810,Latrobe (C),11.1,776,851,91.2%
2010,Year 3,23940,Loddon (S),11.1,70,72,97.2%
2010,Year 3,24130,Macedon Ranges (S),11.1,535,557,96.1%
2010,Year 3,24210,Manningham (C),11.1,1124,1165,96.5%
2010,Year 3,24250,Mansfield (S),11.1,71,73,97.3%
2010,Year 3,24330,Maribyrnong (C),11.1,494,524,94.3%
2010,Year 3,24410,Maroondah (C),11.1,1095,1137,96.3%
2010,Year 3,24600,Melbourne (C),11.1,202,215,94.0%
2010,Year 3,24650,Melton (S),11.1,1259,1348,93.4%
2010,Year 3,24780,Mildura (Rc),11.1,622,666,93.4%
2010,Year 3,24850,Mitchell (S),11.1,432,472,91.5%
2010,Year 3,24900,Moira (S),11.1,305,332,91.9%
2010,Year 3,24970,Monash (C),11.1,1708,1793,95.3%
2010,Year 3,25060,Moonee Valley (C),11.1,1392,1464,95.1%
2010,Year 3,25150,Moorabool (S),11.1,310,324,95.7%
2010,Year 3,25250,Moreland (C),11.1,1251,1348,92.8%
2010,Year 3,25340,Mornington Peninsula (S),11.1,1683,1766,95.3%
2010,Year 3,25430,Mount Alexander (S),11.1,135,144,93.8%
2010,Year 3,25490,Moyne (S),11.1,154,167,92.2%
2010,Year 3,25620,Murrindindi (S),11.1,125,130,96.2%
2010,Year 3,25710,Nillumbik (S),11.1,790,809,97.7%
2010,Year 3,25810,Northern Grampians (S),11.1,145,149,97.3%
2010,Year 3,25900,Port Phillip (C),11.1,514,535,96.1%
2010,Year 3,25990,Pyrenees (S),11.1,62,67,92.5%
2010,Year 3,26080,Queenscliffe (B),11.1,51,52,98.1%
2010,Year 3,26170,South Gippsland (S),11.1,285,308,92.5%
2010,Year 3,26260,Southern Grampians (S),11.1,179,196,91.3%
2010,Year 3,26350,Stonnington (C),11.1,762,774,98.4%
2010,Year 3,26430,Strathbogie (S),11.1,98,101,97.0%
2010,Year 3,26490,Surf Coast (S),11.1,281,289,97.2%
2010,Year 3,26610,Swan Hill (Rc),11.1,242,266,91.0%
2010,Year 3,26670,Towong (S),11.1,67,73,91.8%
2010,Year 3,29399,Unincorporated Vic,11.1,NDP,NDP,NDP
2010,Year 3,26700,Wangaratta (Rc),11.1,307,325,94.5%
2010,Year 3,26730,Warrnambool (C),11.1,397,424,93.6%
2010,Year 3,26810,Wellington (S),11.1,429,454,94.5%
2010,Year 3,26890,West Wimmera (S),11.1,38,41,92.7%
2010,Year 3,26980,Whitehorse (C),11.1,1662,1715,96.9%
2010,Year 3,27070,Whittlesea (C),11.1,1554,1652,94.1%
2010,Year 3,27170,Wodonga (Rc),11.1,467,495,94.3%
2010,Year 3,27260,Wyndham (C),11.1,1880,2007,93.7%
2010,Year 3,27350,Yarra (C),11.1,562,575,97.7%
2010,Year 3,27450,Yarra Ranges (S),11.1,1730,1812,95.5%
2010,Year 3,27630,Yarriambiack (S),11.1,59,65,90.8%
2010,Year 5,20110,Alpine (S),11.1,120,132,90.9%
2010,Year 5,20260,Ararat (Rc),11.1,130,143,90.9%
2010,Year 5,20570,Ballarat (C),11.1,1072,1206,88.9%
2010,Year 5,20660,Banyule (C),11.1,1385,1471,94.2%
2010,Year 5,20740,Bass Coast (S),11.1,253,283,89.4%
2010,Year 5,20830,Baw Baw (S),11.1,520,561,92.7%
2010,Year 5,20910,Bayside (C),11.1,1318,1339,98.4%
2010,Year 5,21010,Benalla (Rc),11.1,120,128,93.8%
2010,Year 5,21110,Boroondara (C),11.1,2038,2102,97.0%
2010,Year 5,21180,Brimbank (C),11.1,2186,2431,89.9%
2010,Year 5,21270,Buloke (S),11.1,82,90,91.1%
2010,Year 5,21370,Campaspe (S),11.1,468,510,91.8%
2010,Year 5,21450,Cardinia (S),11.1,902,967,93.3%
2010,Year 5,21610,Casey (C),11.1,3323,3654,90.9%
2010,Year 5,21670,Central Goldfields (S),11.1,122,138,88.4%
2010,Year 5,21750,Colac-Otway (S),11.1,218,248,87.9%
2010,Year 5,21830,Corangamite (S),11.1,219,243,90.1%
2010,Year 5,21890,Darebin (C),11.1,1011,1116,90.6%
2010,Year 5,22110,East Gippsland (S),11.1,455,487,93.4%
2010,Year 5,22170,Frankston (C),11.1,1377,1520,90.6%
2010,Year 5,22250,Gannawarra (S),11.1,117,123,95.1%
2010,Year 5,22410,Glen Eira (C),11.1,1230,1297,94.8%
2010,Year 5,22490,Glenelg (S),11.1,231,256,90.2%
2010,Year 5,22490,Golden Plains (S),11.1,197,215,91.6%
2010,Year 5,22670,Greater Bendigo (C),11.1,1139,1244,91.6%
2010,Year 5,22310,Greater Dandenong (C),11.1,1435,1600,89.7%
2010,Year 5,22750,Greater Geelong (C),11.1,2363,2584,91.4%
2010,Year 5,22830,Greater Shepparton (C),11.1,805,911,88.4%
2010,Year 5,22910,Hepburn (S),11.1,139,147,94.6%
2010,Year 5,22980,Hindmarsh (S),11.1,78,83,94.0%
2010,Year 5,23110,Hobsons Bay (C),11.1,809,868,93.2%
2010,Year 5,23190,Horsham (Rc),11.1,226,249,90.8%
2010,Year 5,23270,Hume (C),11.1,2027,2283,88.8%
2010,Year 5,23350,Indigo (S),11.1,147,164,89.6%
2010,Year 5,23430,Kingston (C),11.1,1345,1418,94.9%
2010,Year 5,23670,Knox (C),11.1,1622,1732,93.6%
2010,Year 5,23810,Latrobe (C),11.1,851,944,90.1%
2010,Year 5,23940,Loddon (S),11.1,65,74,87.8%
2010,Year 5,24130,Macedon Ranges (S),11.1,567,617,91.9%
2010,Year 5,24210,Manningham (C),11.1,1088,1154,94.3%
2010,Year 5,24250,Mansfield (S),11.1,80,87,92.0%
2010,Year 5,24330,Maribyrnong (C),11.1,502,542,92.6%
2010,Year 5,24410,Maroondah (C),11.1,1091,1143,95.5%
2010,Year 5,24600,Melbourne (C),11.1,247,256,96.5%
2010,Year 5,24650,Melton (S),11.1,1244,1363,91.3%
2010,Year 5,24780,Mildura (Rc),11.1,617,696,88.6%
2010,Year 5,24850,Mitchell (S),11.1,447,481,92.9%
2010,Year 5,24900,Moira (S),11.1,310,353,87.8%
2010,Year 5,24970,Monash (C),11.1,1804,1901,94.9%
2010,Year 5,25060,Moonee Valley (C),11.1,1355,1404,96.5%
2010,Year 5,25150,Moorabool (S),11.1,378,403,93.8%
2010,Year 5,25250,Moreland (C),11.1,1159,1270,91.3%
2010,Year 5,25340,Mornington Peninsula (S),11.1,1663,1757,94.7%
2010,Year 5,25430,Mount Alexander (S),11.1,154,166,92.8%
2010,Year 5,25490,Moyne (S),11.1,148,155,95.5%
2010,Year 5,25620,Murrindindi (S),11.1,122,129,94.6%
2010,Year 5,25710,Nillumbik (S),11.1,782,820,95.4%
2010,Year 5,25810,Northern Grampians (S),11.1,127,141,90.1%
2010,Year 5,25900,Port Phillip (C),11.1,387,416,93.0%
2010,Year 5,25990,Pyrenees (S),11.1,63,75,84.0%
2010,Year 5,26080,Queenscliffe (B),11.1,33,35,94.3%
2010,Year 5,26170,South Gippsland (S),11.1,309,340,90.9%
2010,Year 5,26260,Southern Grampians (S),11.1,180,200,90.0%
2010,Year 5,26350,Stonnington (C),11.1,875,895,97.8%
2010,Year 5,26430,Strathbogie (S),11.1,98,105,93.3%
2010,Year 5,26490,Surf Coast (S),11.1,292,304,96.1%
2010,Year 5,26610,Swan Hill (Rc),11.1,276,326,84.7%
2010,Year 5,26670,Towong (S),11.1,66,72,91.7%
2010,Year 5,29399,Unincorporated Vic,11.1,5,5,100.0%
2010,Year 5,26700,Wangaratta (Rc),11.1,307,332,92.5%
2010,Year 5,26730,Warrnambool (C),11.1,421,456,92.3%
2010,Year 5,26810,Wellington (S),11.1,469,504,93.1%
2010,Year 5,26890,West Wimmera (S),11.1,58,60,96.7%
2010,Year 5,26980,Whitehorse (C),11.1,1712,1791,95.6%
2010,Year 5,27070,Whittlesea (C),11.1,1527,1640,93.1%
2010,Year 5,27170,Wodonga (Rc),11.1,485,547,88.7%
2010,Year 5,27260,Wyndham (C),11.1,1915,2094,91.5%
2010,Year 5,27350,Yarra (C),11.1,555,570,97.4%
2010,Year 5,27450,Yarra Ranges (S),11.1,1769,1906,92.8%
2010,Year 5,27630,Yarriambiack (S),11.1,85,98,86.7%
2010,Year 7,20110,Alpine (S),11.1,134,138,97.1%
2010,Year 7,20260,Ararat (Rc),11.1,180,192,93.8%
2010,Year 7,20570,Ballarat (C),11.1,1424,1505,94.6%
2010,Year 7,20660,Banyule (C),11.1,1849,1899,97.4%
2010,Year 7,20740,Bass Coast (S),11.1,242,255,94.9%
2010,Year 7,20830,Baw Baw (S),11.1,707,731,96.7%
2010,Year 7,20910,Bayside (C),11.1,1078,1102,97.8%
2010,Year 7,21010,Benalla (Rc),11.1,138,145,95.2%
2010,Year 7,21110,Boroondara (C),11.1,2638,2671,98.8%
2010,Year 7,21180,Brimbank (C),11.1,1546,1683,91.9%
2010,Year 7,21270,Buloke (S),11.1,73,76,96.1%
2010,Year 7,21370,Campaspe (S),11.1,553,592,93.4%
2010,Year 7,21450,Cardinia (S),11.1,755,787,95.9%
2010,Year 7,21610,Casey (C),11.1,3026,3178,95.2%
2010,Year 7,21670,Central Goldfields (S),11.1,193,205,94.1%
2010,Year 7,21750,Colac-Otway (S),11.1,232,250,92.8%
2010,Year 7,21830,Corangamite (S),11.1,258,268,96.3%
2010,Year 7,21890,Darebin (C),11.1,886,980,90.4%
2010,Year 7,22110,East Gippsland (S),11.1,432,465,92.9%
2010,Year 7,22170,Frankston (C),11.1,1598,1705,93.7%
2010,Year 7,22250,Gannawarra (S),11.1,113,120,94.2%
2010,Year 7,22410,Glen Eira (C),11.1,1170,1204,97.2%
2010,Year 7,22490,Glenelg (S),11.1,228,242,94.2%
2010,Year 7,22670,Greater Bendigo (C),11.1,1285,1353,95.0%
2010,Year 7,22310,Greater Dandenong (C),11.1,1728,1888,91.5%
2010,Year 7,22750,Greater Geelong (C),11.1,2832,2968,95.4%
2010,Year 7,22830,Greater Shepparton (C),11.1,835,907,92.1%
2010,Year 7,22910,Hepburn (S),11.1,73,74,98.6%
2010,Year 7,22980,Hindmarsh (S),11.1,77,83,92.8%
2010,Year 7,23110,Hobsons Bay (C),11.1,758,793,95.6%
2010,Year 7,23190,Horsham (Rc),11.1,237,255,92.9%
2010,Year 7,23270,Hume (C),11.1,1933,2086,92.7%
2010,Year 7,23350,Indigo (S),11.1,95,96,99.0%
2010,Year 7,23430,Kingston (C),11.1,1356,1389,97.6%
2010,Year 7,23670,Knox (C),11.1,1122,1159,96.8%
2010,Year 7,23810,Latrobe (C),11.1,825,878,94.0%
2010,Year 7,23940,Loddon (S),11.1,69,71,97.2%
2010,Year 7,24130,Macedon Ranges (S),11.1,527,546,96.5%
2010,Year 7,24210,Manningham (C),11.1,1090,1144,95.3%
2010,Year 7,24250,Mansfield (S),11.1,67,68,98.5%
2010,Year 7,24330,Maribyrnong (C),11.1,675,733,92.1%
2010,Year 7,24410,Maroondah (C),11.1,1396,1448,96.4%
2010,Year 7,24600,Melbourne (C),11.1,661,670,98.7%
2010,Year 7,24650,Melton (S),11.1,1217,1287,94.6%
2010,Year 7,24780,Mildura (Rc),11.1,762,827,92.1%
2010,Year 7,24850,Mitchell (S),11.1,491,519,94.6%
2010,Year 7,24900,Moira (S),11.1,382,401,95.3%
