Year,Year_Level,LGA_KEY,LGA_DESC,INDICATOR_NUM_FULL,Numerator,Denominator,Indicator_Calc
2009,Year 5,22670,Greater Bendigo (C),11.2,1170,1229,95.2%
2009,Year 5,22310,Greater Dandenong (C),11.2,1424,1543,92.3%
2009,Year 5,22750,Greater Geelong (C),11.2,2470,2592,95.3%
2009,Year 5,22830,Greater Shepparton (C),11.2,880,933,94.3%
2009,Year 5,22910,Hepburn (S),11.2,135,140,96.4%
2009,Year 5,22980,Hindmarsh (S),11.2,69,69,100.0%
2009,Year 5,23110,Hobsons Bay (C),11.2,837,873,95.9%
2009,Year 5,23190,Horsham (Rc),11.2,214,227,94.3%
2009,Year 5,23270,Hume (C),11.2,2161,2324,93.0%
2009,Year 5,23350,Indigo (S),11.2,182,189,96.3%
2009,Year 5,23430,Kingston (C),11.2,1345,1391,96.7%
2009,Year 5,23670,Knox (C),11.2,1760,1813,97.1%
2009,Year 5,23810,Latrobe (C),11.2,822,875,93.9%
2009,Year 5,23940,Loddon (S),11.2,85,87,97.7%
2009,Year 5,24130,Macedon Ranges (S),11.2,586,593,98.8%
2009,Year 5,24210,Manningham (C),11.2,1129,1167,96.7%
2009,Year 5,24250,Mansfield (S),11.2,51,53,96.2%
2009,Year 5,24330,Maribyrnong (C),11.2,480,516,93.0%
2009,Year 5,24410,Maroondah (C),11.2,1136,1163,97.7%
2009,Year 5,24600,Melbourne (C),11.2,249,258,96.5%
2009,Year 5,24650,Melton (S),11.2,1147,1220,94.0%
2009,Year 5,24780,Mildura (Rc),11.2,695,755,92.1%
2009,Year 5,24850,Mitchell (S),11.2,508,530,95.8%
2009,Year 5,24900,Moira (S),11.2,348,357,97.5%
2009,Year 5,24970,Monash (C),11.2,1779,1850,96.2%
2009,Year 5,25060,Moonee Valley (C),11.2,1345,1387,97.0%
2009,Year 5,25150,Moorabool (S),11.2,383,392,97.7%
2009,Year 5,25250,Moreland (C),11.2,1241,1321,93.9%
2009,Year 5,25340,Mornington Peninsula (S),11.2,1695,1741,97.4%
2009,Year 5,25430,Mount Alexander (S),11.2,173,184,94.0%
2009,Year 5,25490,Moyne (S),11.2,170,173,98.3%
2009,Year 5,25620,Murrindindi (S),11.2,126,133,94.7%
2009,Year 5,25710,Nillumbik (S),11.2,860,876,98.2%
2009,Year 5,25810,Northern Grampians (S),11.2,135,139,97.1%
2009,Year 5,25900,Port Phillip (C),11.2,383,400,95.8%
2009,Year 5,25990,Pyrenees (S),11.2,63,65,96.9%
2009,Year 5,26080,Queenscliffe (B),11.2,52,52,100.0%
2009,Year 5,26170,South Gippsland (S),11.2,331,345,95.9%
2009,Year 5,26260,Southern Grampians (S),11.2,227,242,93.8%
2009,Year 5,26350,Stonnington (C),11.2,933,947,98.5%
2009,Year 5,26430,Strathbogie (S),11.2,87,93,93.5%
2009,Year 5,26490,Surf Coast (S),11.2,259,264,98.1%
2009,Year 5,26610,Swan Hill (Rc),11.2,315,337,93.5%
2009,Year 5,26670,Towong (S),11.2,76,80,95.0%
2009,Year 5,29399,Unincorporated Vic,11.2,NDP,NDP,NDP
2009,Year 5,26700,Wangaratta (Rc),11.2,325,346,93.9%
2009,Year 5,26730,Warrnambool (C),11.2,415,437,95.0%
2009,Year 5,26810,Wellington (S),11.2,517,542,95.4%
2009,Year 5,26890,West Wimmera (S),11.2,43,44,97.7%
2009,Year 5,26980,Whitehorse (C),11.2,1639,1710,95.8%
2009,Year 5,27070,Whittlesea (C),11.2,1594,1662,95.9%
2009,Year 5,27170,Wodonga (Rc),11.2,456,482,94.6%
2009,Year 5,27260,Wyndham (C),11.2,1884,2006,93.9%
2009,Year 5,27350,Yarra (C),11.2,576,592,97.3%
2009,Year 5,27450,Yarra Ranges (S),11.2,1948,2004,97.2%
2009,Year 5,27630,Yarriambiack (S),11.2,91,98,92.9%
2009,Year 7,20110,Alpine (S),11.2,138,143,96.5%
2009,Year 7,20260,Ararat (Rc),11.2,159,167,95.2%
2009,Year 7,20570,Ballarat (C),11.2,1476,1556,94.9%
2009,Year 7,20660,Banyule (C),11.2,1824,1882,96.9%
2009,Year 7,20740,Bass Coast (S),11.2,272,279,97.5%
2009,Year 7,20830,Baw Baw (S),11.2,750,787,95.3%
2009,Year 7,20910,Bayside (C),11.2,1026,1042,98.5%
2009,Year 7,21010,Benalla (Rc),11.2,168,174,96.6%
2009,Year 7,21110,Boroondara (C),11.2,2655,2685,98.9%
2009,Year 7,21180,Brimbank (C),11.2,1728,1859,93.0%
2009,Year 7,21270,Buloke (S),11.2,93,93,100.0%
2009,Year 7,21370,Campaspe (S),11.2,528,555,95.1%
2009,Year 7,21450,Cardinia (S),11.2,763,783,97.4%
2009,Year 7,21610,Casey (C),11.2,2935,3076,95.4%
2009,Year 7,21670,Central Goldfields (S),11.2,220,226,97.3%
2009,Year 7,21750,Colac-Otway (S),11.2,253,266,95.1%
2009,Year 7,21830,Corangamite (S),11.2,237,247,96.0%
2009,Year 7,21890,Darebin (C),11.2,908,979,92.7%
2009,Year 7,22110,East Gippsland (S),11.2,453,484,93.6%
2009,Year 7,22170,Frankston (C),11.2,1603,1698,94.4%
2009,Year 7,22250,Gannawarra (S),11.2,106,107,99.1%
2009,Year 7,22410,Glen Eira (C),11.2,1208,1228,98.4%
2009,Year 7,22490,Glenelg (S),11.2,237,247,96.0%
2009,Year 7,22670,Greater Bendigo (C),11.2,1237,1307,94.6%
2009,Year 7,22310,Greater Dandenong (C),11.2,1763,1909,92.4%
2009,Year 7,22750,Greater Geelong (C),11.2,2923,3043,96.1%
2009,Year 7,22830,Greater Shepparton (C),11.2,846,913,92.7%
2009,Year 7,22910,Hepburn (S),11.2,86,90,95.6%
2009,Year 7,22980,Hindmarsh (S),11.2,78,79,98.7%
2009,Year 7,23110,Hobsons Bay (C),11.2,811,825,98.3%
2009,Year 7,23190,Horsham (Rc),11.2,228,242,94.2%
2009,Year 7,23270,Hume (C),11.2,1861,1981,93.9%
2009,Year 7,23350,Indigo (S),11.2,117,117,100.0%
2009,Year 7,23430,Kingston (C),11.2,1344,1369,98.2%
2009,Year 7,23670,Knox (C),11.2,1090,1113,97.9%
2009,Year 7,23810,Latrobe (C),11.2,814,875,93.0%
2009,Year 7,23940,Loddon (S),11.2,68,68,100.0%
2009,Year 7,24130,Macedon Ranges (S),11.2,577,590,97.8%
2009,Year 7,24210,Manningham (C),11.2,1112,1165,95.5%
2009,Year 7,24250,Mansfield (S),11.2,66,76,86.8%
2009,Year 7,24330,Maribyrnong (C),11.2,669,723,92.5%
2009,Year 7,24410,Maroondah (C),11.2,1441,1474,97.8%
2009,Year 7,24600,Melbourne (C),11.2,710,719,98.7%
2009,Year 7,24650,Melton (S),11.2,1268,1335,95.0%
2009,Year 7,24780,Mildura (Rc),11.2,742,795,93.3%
2009,Year 7,24850,Mitchell (S),11.2,533,555,96.0%
2009,Year 7,24900,Moira (S),11.2,357,370,96.5%
2009,Year 7,24970,Monash (C),11.2,2534,2601,97.4%
2009,Year 7,25060,Moonee Valley (C),11.2,1583,1618,97.8%
2009,Year 7,25150,Moorabool (S),11.2,298,305,97.7%
2009,Year 7,25250,Moreland (C),11.2,1098,1168,94.0%
2009,Year 7,25340,Mornington Peninsula (S),11.2,1568,1620,96.8%
2009,Year 7,25430,Mount Alexander (S),11.2,118,121,97.5%
2009,Year 7,25490,Moyne (S),11.2,50,50,100.0%
2009,Year 7,25620,Murrindindi (S),11.2,97,101,96.0%
2009,Year 7,25710,Nillumbik (S),11.2,620,634,97.8%
2009,Year 7,25810,Northern Grampians (S),11.2,101,119,84.9%
2009,Year 7,25900,Port Phillip (C),11.2,291,310,93.9%
2009,Year 7,25990,Pyrenees (S),11.2,21,22,95.5%
2009,Year 7,26170,South Gippsland (S),11.2,348,366,95.1%
2009,Year 7,26260,Southern Grampians (S),11.2,281,293,95.9%
2009,Year 7,26350,Stonnington (C),11.2,971,979,99.2%
2009,Year 7,26430,Strathbogie (S),11.2,69,69,100.0%
2009,Year 7,26490,Surf Coast (S),11.2,54,55,98.2%
2009,Year 7,26610,Swan Hill (Rc),11.2,303,332,91.3%
2009,Year 7,26670,Towong (S),11.2,125,128,97.7%
2009,Year 7,,Unknown LGA in Victoria,11.2,NDP,NDP,100.0%
2009,Year 7,26700,Wangaratta (Rc),11.2,349,365,95.6%
2009,Year 7,26730,Warrnambool (C),11.2,543,576,94.3%
2009,Year 7,26810,Wellington (S),11.2,522,539,96.8%
2009,Year 7,26890,West Wimmera (S),11.2,52,54,96.3%
2009,Year 7,26980,Whitehorse (C),11.2,1564,1596,98.0%
2009,Year 7,27070,Whittlesea (C),11.2,1425,1505,94.7%
2009,Year 7,27170,Wodonga (Rc),11.2,543,570,95.3%
2009,Year 7,27260,Wyndham (C),11.2,1756,1864,94.2%
2009,Year 7,27350,Yarra (C),11.2,679,691,98.3%
2009,Year 7,27450,Yarra Ranges (S),11.2,1977,2034,97.2%
2009,Year 7,27630,Yarriambiack (S),11.2,100,106,94.3%
2009,Year 9,20110,Alpine (S),11.2,127,132,96.2%
2009,Year 9,20260,Ararat (Rc),11.2,153,155,98.7%
2009,Year 9,20570,Ballarat (C),11.2,1564,1632,95.8%
2009,Year 9,20660,Banyule (C),11.2,1887,1970,95.8%
2009,Year 9,20740,Bass Coast (S),11.2,252,255,98.8%
2009,Year 9,20830,Baw Baw (S),11.2,779,790,98.6%
2009,Year 9,20910,Bayside (C),11.2,985,1018,96.8%
2009,Year 9,21010,Benalla (Rc),11.2,183,187,97.9%
2009,Year 9,21110,Boroondara (C),11.2,2658,2687,98.9%
2009,Year 9,21180,Brimbank (C),11.2,1731,1840,94.1%
2009,Year 9,21270,Buloke (S),11.2,90,91,98.9%
2009,Year 9,21370,Campaspe (S),11.2,535,563,95.0%
2009,Year 9,21450,Cardinia (S),11.2,680,703,96.7%
2009,Year 9,21610,Casey (C),11.2,2786,2909,95.8%
2009,Year 9,21670,Central Goldfields (S),11.2,195,201,97.0%
2009,Year 9,21750,Colac-Otway (S),11.2,253,274,92.3%
2009,Year 9,21830,Corangamite (S),11.2,225,235,95.7%
2009,Year 9,21890,Darebin (C),11.2,818,880,93.0%
2009,Year 9,22110,East Gippsland (S),11.2,496,519,95.6%
2009,Year 9,22170,Frankston (C),11.2,1596,1688,94.5%
2009,Year 9,22250,Gannawarra (S),11.2,102,102,100.0%
2009,Year 9,22410,Glen Eira (C),11.2,1079,1091,98.9%
2009,Year 9,22490,Glenelg (S),11.2,264,276,95.7%
2009,Year 9,22670,Greater Bendigo (C),11.2,1216,1281,94.9%
2009,Year 9,22310,Greater Dandenong (C),11.2,1744,1878,92.9%
2009,Year 9,22750,Greater Geelong (C),11.2,2855,2977,95.9%
2009,Year 9,22830,Greater Shepparton (C),11.2,823,885,93.0%
2009,Year 9,22910,Hepburn (S),11.2,83,84,98.8%
2009,Year 9,22980,Hindmarsh (S),11.2,84,86,97.7%
2009,Year 9,23110,Hobsons Bay (C),11.2,825,849,97.2%
2009,Year 9,23190,Horsham (Rc),11.2,218,228,95.6%
2009,Year 9,23270,Hume (C),11.2,1845,1953,94.5%
2009,Year 9,23350,Indigo (S),11.2,114,117,97.4%
2009,Year 9,23430,Kingston (C),11.2,1271,1302,97.6%
2009,Year 9,23670,Knox (C),11.2,1183,1203,98.3%
2009,Year 9,23810,Latrobe (C),11.2,802,845,94.9%
2009,Year 9,23940,Loddon (S),11.2,69,72,95.8%
2009,Year 9,24130,Macedon Ranges (S),11.2,546,552,98.9%
2009,Year 9,24210,Manningham (C),11.2,1061,1137,93.3%
2009,Year 9,24250,Mansfield (S),11.2,395,399,99.0%
2009,Year 9,24330,Maribyrnong (C),11.2,673,732,91.9%
2009,Year 9,24410,Maroondah (C),11.2,1487,1521,97.8%
2009,Year 9,24600,Melbourne (C),11.2,888,896,99.1%
2009,Year 9,24650,Melton (S),11.2,1089,1153,94.4%
2009,Year 9,24780,Mildura (Rc),11.2,708,751,94.3%
2009,Year 9,24850,Mitchell (S),11.2,541,564,95.9%
2009,Year 9,24900,Moira (S),11.2,380,391,97.2%
2009,Year 9,24970,Monash (C),11.2,2543,2606,97.6%
2009,Year 9,25060,Moonee Valley (C),11.2,1607,1649,97.5%
2009,Year 9,25150,Moorabool (S),11.2,237,245,96.7%
2009,Year 9,25250,Moreland (C),11.2,898,965,93.1%
2009,Year 9,25340,Mornington Peninsula (S),11.2,1539,1575,97.7%
2009,Year 9,25430,Mount Alexander (S),11.2,155,163,95.1%
2009,Year 9,25490,Moyne (S),11.2,45,45,100.0%
2009,Year 9,25620,Murrindindi (S),11.2,106,112,94.6%
2009,Year 9,25710,Nillumbik (S),11.2,557,569,97.9%
2009,Year 9,25810,Northern Grampians (S),11.2,66,70,94.3%
2009,Year 9,25900,Port Phillip (C),11.2,527,539,97.8%
2009,Year 9,25990,Pyrenees (S),11.2,25,25,100.0%
2009,Year 9,26170,South Gippsland (S),11.2,374,387,96.6%
2009,Year 9,26260,Southern Grampians (S),11.2,290,298,97.3%
2009,Year 9,26350,Stonnington (C),11.2,950,955,99.5%
2009,Year 9,26430,Strathbogie (S),11.2,52,53,98.1%
2009,Year 9,26490,Surf Coast (S),11.2,9,9,100.0%
2009,Year 9,26610,Swan Hill (Rc),11.2,298,324,92.0%
2009,Year 9,26670,Towong (S),11.2,116,117,99.1%
2009,Year 9,,Unknown LGA in Victoria,11.2,0,0,0.0%
2009,Year 9,26700,Wangaratta (Rc),11.2,376,391,96.2%
2009,Year 9,26730,Warrnambool (C),11.2,572,599,95.5%
2009,Year 9,26810,Wellington (S),11.2,574,596,96.3%
2009,Year 9,26890,West Wimmera (S),11.2,52,53,98.1%
2009,Year 9,26980,Whitehorse (C),11.2,1511,1531,98.7%
2009,Year 9,27070,Whittlesea (C),11.2,1374,1434,95.8%
2009,Year 9,27170,Wodonga (Rc),11.2,469,487,96.3%
2009,Year 9,27260,Wyndham (C),11.2,1624,1718,94.5%
2009,Year 9,27350,Yarra (C),11.2,860,873,98.5%
2009,Year 9,27450,Yarra Ranges (S),11.2,1883,1930,97.6%
2009,Year 9,27630,Yarriambiack (S),11.2,105,110,95.5%
2010,Year 3,20110,Alpine (S),11.2,120,122,98.4%
2010,Year 3,20260,Ararat (Rc),11.2,115,118,97.5%
2010,Year 3,20570,Ballarat (C),11.2,1063,1165,91.2%
2010,Year 3,20660,Banyule (C),11.2,1312,1368,95.9%
2010,Year 3,20740,Bass Coast (S),11.2,279,286,97.6%
2010,Year 3,20830,Baw Baw (S),11.2,480,499,96.2%
2010,Year 3,20910,Bayside (C),11.2,1343,1349,99.6%
2010,Year 3,21010,Benalla (Rc),11.2,120,128,93.8%
2010,Year 3,21110,Boroondara (C),11.2,2089,2123,98.4%
2010,Year 3,21180,Brimbank (C),11.2,2121,2274,93.3%
2010,Year 3,21270,Buloke (S),11.2,81,83,97.6%
2010,Year 3,21370,Campaspe (S),11.2,451,477,94.5%
2010,Year 3,21450,Cardinia (S),11.2,911,946,96.3%
2010,Year 3,21610,Casey (C),11.2,3264,3422,95.4%
2010,Year 3,21670,Central Goldfields (S),11.2,122,134,91.0%
2010,Year 3,21750,Colac-Otway (S),11.2,239,257,93.0%
2010,Year 3,21830,Corangamite (S),11.2,214,221,96.8%
2010,Year 3,21890,Darebin (C),11.2,1031,1142,90.3%
2010,Year 3,22110,East Gippsland (S),11.2,418,441,94.8%
2010,Year 3,22170,Frankston (C),11.2,1296,1366,94.9%
2010,Year 3,22250,Gannawarra (S),11.2,118,121,97.5%
2010,Year 3,22410,Glen Eira (C),11.2,1386,1453,95.4%
2010,Year 3,22490,Glenelg (S),11.2,218,230,94.8%
2010,Year 3,22490,Golden Plains (S),11.2,225,232,97.0%
2010,Year 3,22670,Greater Bendigo (C),11.2,1129,1200,94.1%
2010,Year 3,22310,Greater Dandenong (C),11.2,1392,1509,92.2%
2010,Year 3,22750,Greater Geelong (C),11.2,2434,2593,93.9%
2010,Year 3,22830,Greater Shepparton (C),11.2,784,846,92.7%
2010,Year 3,22910,Hepburn (S),11.2,118,120,98.3%
2010,Year 3,22980,Hindmarsh (S),11.2,71,74,95.9%
2010,Year 3,23110,Hobsons Bay (C),11.2,870,907,95.9%
2010,Year 3,23190,Horsham (Rc),11.2,220,235,93.6%
2010,Year 3,23270,Hume (C),11.2,2076,2259,91.9%
2010,Year 3,23350,Indigo (S),11.2,169,174,97.1%
2010,Year 3,23430,Kingston (C),11.2,1349,1400,96.4%
2010,Year 3,23670,Knox (C),11.2,1565,1626,96.2%
2010,Year 3,23810,Latrobe (C),11.2,799,853,93.7%
2010,Year 3,23940,Loddon (S),11.2,68,71,95.8%
2010,Year 3,24130,Macedon Ranges (S),11.2,533,552,96.6%
2010,Year 3,24210,Manningham (C),11.2,1127,1166,96.7%
2010,Year 3,24250,Mansfield (S),11.2,71,72,98.6%
2010,Year 3,24330,Maribyrnong (C),11.2,493,524,94.1%
2010,Year 3,24410,Maroondah (C),11.2,1108,1140,97.2%
2010,Year 3,24600,Melbourne (C),11.2,202,214,94.4%
2010,Year 3,24650,Melton (S),11.2,1261,1348,93.5%
2010,Year 3,24780,Mildura (Rc),11.2,623,660,94.4%
2010,Year 3,24850,Mitchell (S),11.2,450,474,94.9%
2010,Year 3,24900,Moira (S),11.2,306,335,91.3%
2010,Year 3,24970,Monash (C),11.2,1705,1786,95.5%
2010,Year 3,25060,Moonee Valley (C),11.2,1386,1457,95.1%
2010,Year 3,25150,Moorabool (S),11.2,312,324,96.3%
2010,Year 3,25250,Moreland (C),11.2,1245,1340,92.9%
2010,Year 3,25340,Mornington Peninsula (S),11.2,1699,1776,95.7%
2010,Year 3,25430,Mount Alexander (S),11.2,133,140,95.0%
2010,Year 3,25490,Moyne (S),11.2,164,169,97.0%
2010,Year 3,25620,Murrindindi (S),11.2,121,129,93.8%
2010,Year 3,25710,Nillumbik (S),11.2,796,810,98.3%
2010,Year 3,25810,Northern Grampians (S),11.2,151,151,100.0%
2010,Year 3,25900,Port Phillip (C),11.2,516,532,97.0%
2010,Year 3,25990,Pyrenees (S),11.2,63,67,94.0%
2010,Year 3,26080,Queenscliffe (B),11.2,53,54,98.1%
2010,Year 3,26170,South Gippsland (S),11.2,296,309,95.8%
2010,Year 3,26260,Southern Grampians (S),11.2,188,196,95.9%
2010,Year 3,26350,Stonnington (C),11.2,754,770,97.9%
2010,Year 3,26430,Strathbogie (S),11.2,97,103,94.2%
2010,Year 3,26490,Surf Coast (S),11.2,282,288,97.9%
2010,Year 3,26610,Swan Hill (Rc),11.2,246,264,93.2%
2010,Year 3,26670,Towong (S),11.2,65,73,89.0%
2010,Year 3,29399,Unincorporated Vic,11.2,NDP,NDP,NDP
2010,Year 3,26700,Wangaratta (Rc),11.2,313,331,94.6%
2010,Year 3,26730,Warrnambool (C),11.2,389,412,94.4%
2010,Year 3,26810,Wellington (S),11.2,429,443,96.8%
2010,Year 3,26890,West Wimmera (S),11.2,39,41,95.1%
2010,Year 3,26980,Whitehorse (C),11.2,1667,1706,97.7%
2010,Year 3,27070,Whittlesea (C),11.2,1561,1644,95.0%
2010,Year 3,27170,Wodonga (Rc),11.2,471,491,95.9%
2010,Year 3,27260,Wyndham (C),11.2,1882,1999,94.1%
2010,Year 3,27350,Yarra (C),11.2,559,576,97.0%
2010,Year 3,27450,Yarra Ranges (S),11.2,1744,1804,96.7%
2010,Year 3,27630,Yarriambiack (S),11.2,60,64,93.8%
2010,Year 5,20110,Alpine (S),11.2,122,130,93.8%
2010,Year 5,20260,Ararat (Rc),11.2,134,138,97.1%
2010,Year 5,20570,Ballarat (C),11.2,1112,1204,92.4%
2010,Year 5,20660,Banyule (C),11.2,1413,1473,95.9%
2010,Year 5,20740,Bass Coast (S),11.2,267,284,94.0%
2010,Year 5,20830,Baw Baw (S),11.2,538,557,96.6%
2010,Year 5,20910,Bayside (C),11.2,1326,1337,99.2%
2010,Year 5,21010,Benalla (Rc),11.2,130,133,97.7%
2010,Year 5,21110,Boroondara (C),11.2,2048,2082,98.4%
2010,Year 5,21180,Brimbank (C),11.2,2238,2422,92.4%
2010,Year 5,21270,Buloke (S),11.2,86,87,98.9%
2010,Year 5,21370,Campaspe (S),11.2,484,507,95.5%
2010,Year 5,21450,Cardinia (S),11.2,930,964,96.5%
2010,Year 5,21610,Casey (C),11.2,3451,3639,94.8%
2010,Year 5,21670,Central Goldfields (S),11.2,124,136,91.2%
2010,Year 5,21750,Colac-Otway (S),11.2,232,250,92.8%
2010,Year 5,21830,Corangamite (S),11.2,226,241,93.8%
2010,Year 5,21890,Darebin (C),11.2,1020,1103,92.5%
2010,Year 5,22110,East Gippsland (S),11.2,466,485,96.1%
2010,Year 5,22170,Frankston (C),11.2,1424,1513,94.1%
2010,Year 5,22250,Gannawarra (S),11.2,119,123,96.7%
2010,Year 5,22410,Glen Eira (C),11.2,1236,1294,95.5%
2010,Year 5,22490,Glenelg (S),11.2,239,255,93.7%
2010,Year 5,22490,Golden Plains (S),11.2,207,217,95.4%
2010,Year 5,22670,Greater Bendigo (C),11.2,1162,1231,94.4%
2010,Year 5,22310,Greater Dandenong (C),11.2,1483,1605,92.4%
2010,Year 5,22750,Greater Geelong (C),11.2,2434,2578,94.4%
2010,Year 5,22830,Greater Shepparton (C),11.2,851,906,93.9%
2010,Year 5,22910,Hepburn (S),11.2,147,149,98.7%
2010,Year 5,22980,Hindmarsh (S),11.2,76,81,93.8%
2010,Year 5,23110,Hobsons Bay (C),11.2,837,869,96.3%
2010,Year 5,23190,Horsham (Rc),11.2,235,251,93.6%
2010,Year 5,23270,Hume (C),11.2,2084,2272,91.7%
2010,Year 5,23350,Indigo (S),11.2,154,165,93.3%
2010,Year 5,23430,Kingston (C),11.2,1365,1413,96.6%
2010,Year 5,23670,Knox (C),11.2,1672,1737,96.3%
2010,Year 5,23810,Latrobe (C),11.2,874,946,92.4%
2010,Year 5,23940,Loddon (S),11.2,69,74,93.2%
2010,Year 5,24130,Macedon Ranges (S),11.2,583,616,94.6%
2010,Year 5,24210,Manningham (C),11.2,1103,1154,95.6%
2010,Year 5,24250,Mansfield (S),11.2,86,87,98.9%
2010,Year 5,24330,Maribyrnong (C),11.2,512,541,94.6%
2010,Year 5,24410,Maroondah (C),11.2,1119,1142,98.0%
2010,Year 5,24600,Melbourne (C),11.2,248,257,96.5%
2010,Year 5,24650,Melton (S),11.2,1262,1348,93.6%
2010,Year 5,24780,Mildura (Rc),11.2,627,690,90.9%
2010,Year 5,24850,Mitchell (S),11.2,457,480,95.2%
2010,Year 5,24900,Moira (S),11.2,326,353,92.4%
2010,Year 5,24970,Monash (C),11.2,1815,1891,96.0%
2010,Year 5,25060,Moonee Valley (C),11.2,1370,1403,97.6%
2010,Year 5,25150,Moorabool (S),11.2,380,397,95.7%
2010,Year 5,25250,Moreland (C),11.2,1169,1261,92.7%
2010,Year 5,25340,Mornington Peninsula (S),11.2,1706,1768,96.5%
2010,Year 5,25430,Mount Alexander (S),11.2,160,163,98.2%
2010,Year 5,25490,Moyne (S),11.2,155,158,98.1%
2010,Year 5,25620,Murrindindi (S),11.2,121,127,95.3%
2010,Year 5,25710,Nillumbik (S),11.2,785,811,96.8%
2010,Year 5,25810,Northern Grampians (S),11.2,130,138,94.2%
2010,Year 5,25900,Port Phillip (C),11.2,383,417,91.8%
2010,Year 5,25990,Pyrenees (S),11.2,72,77,93.5%
2010,Year 5,26080,Queenscliffe (B),11.2,31,33,93.9%
2010,Year 5,26170,South Gippsland (S),11.2,325,340,95.6%
2010,Year 5,26260,Southern Grampians (S),11.2,189,201,94.0%
2010,Year 5,26350,Stonnington (C),11.2,879,893,98.4%
2010,Year 5,26430,Strathbogie (S),11.2,99,104,95.2%
2010,Year 5,26490,Surf Coast (S),11.2,293,299,98.0%
2010,Year 5,26610,Swan Hill (Rc),11.2,293,321,91.3%
2010,Year 5,26670,Towong (S),11.2,70,71,98.6%
2010,Year 5,29399,Unincorporated Vic,11.2,5,5,100.0%
2010,Year 5,26700,Wangaratta (Rc),11.2,310,326,95.1%
2010,Year 5,26730,Warrnambool (C),11.2,431,454,94.9%
2010,Year 5,26810,Wellington (S),11.2,486,502,96.8%
2010,Year 5,26890,West Wimmera (S),11.2,60,61,98.4%
2010,Year 5,26980,Whitehorse (C),11.2,1732,1793,96.6%
2010,Year 5,27070,Whittlesea (C),11.2,1550,1633,94.9%
2010,Year 5,27170,Wodonga (Rc),11.2,516,551,93.6%
2010,Year 5,27260,Wyndham (C),11.2,1969,2088,94.3%
2010,Year 5,27350,Yarra (C),11.2,561,573,97.9%
2010,Year 5,27450,Yarra Ranges (S),11.2,1836,1901,96.6%
2010,Year 5,27630,Yarriambiack (S),11.2,88,97,90.7%
2010,Year 7,20110,Alpine (S),11.2,133,138,96.4%
2010,Year 7,20260,Ararat (Rc),11.2,186,194,95.9%
2010,Year 7,20570,Ballarat (C),11.2,1421,1503,94.5%
2010,Year 7,20660,Banyule (C),11.2,1851,1900,97.4%
2010,Year 7,20740,Bass Coast (S),11.2,249,259,96.1%
2010,Year 7,20830,Baw Baw (S),11.2,714,730,97.8%
2010,Year 7,20910,Bayside (C),11.2,1087,1101,98.7%
2010,Year 7,21010,Benalla (Rc),11.2,137,145,94.5%
2010,Year 7,21110,Boroondara (C),11.2,2649,2667,99.3%
2010,Year 7,21180,Brimbank (C),11.2,1553,1669,93.0%
2010,Year 7,21270,Buloke (S),11.2,74,75,98.7%
2010,Year 7,21370,Campaspe (S),11.2,558,585,95.4%
2010,Year 7,21450,Cardinia (S),11.2,752,781,96.3%
2010,Year 7,21610,Casey (C),11.2,3020,3143,96.1%
2010,Year 7,21670,Central Goldfields (S),11.2,193,206,93.7%
2010,Year 7,21750,Colac-Otway (S),11.2,244,257,94.9%
2010,Year 7,21830,Corangamite (S),11.2,256,265,96.6%
2010,Year 7,21890,Darebin (C),11.2,902,972,92.8%
2010,Year 7,22110,East Gippsland (S),11.2,444,471,94.3%
2010,Year 7,22170,Frankston (C),11.2,1617,1707,94.7%
2010,Year 7,22250,Gannawarra (S),11.2,119,123,96.7%
2010,Year 7,22410,Glen Eira (C),11.2,1168,1195,97.7%
2010,Year 7,22490,Glenelg (S),11.2,229,242,94.6%
2010,Year 7,22670,Greater Bendigo (C),11.2,1284,1341,95.7%
2010,Year 7,22310,Greater Dandenong (C),11.2,1778,1888,94.2%
2010,Year 7,22750,Greater Geelong (C),11.2,2856,2994,95.4%
2010,Year 7,22830,Greater Shepparton (C),11.2,850,905,93.9%
2010,Year 7,22910,Hepburn (S),11.2,73,73,100.0%
2010,Year 7,22980,Hindmarsh (S),11.2,80,83,96.4%
2010,Year 7,23110,Hobsons Bay (C),11.2,760,794,95.7%
2010,Year 7,23190,Horsham (Rc),11.2,231,248,93.1%
2010,Year 7,23270,Hume (C),11.2,1962,2079,94.4%
2010,Year 7,23350,Indigo (S),11.2,95,95,100.0%
2010,Year 7,23430,Kingston (C),11.2,1364,1387,98.3%
2010,Year 7,23670,Knox (C),11.2,1155,1179,98.0%
2010,Year 7,23810,Latrobe (C),11.2,810,869,93.2%
2010,Year 7,23940,Loddon (S),11.2,68,71,95.8%
2010,Year 7,24130,Macedon Ranges (S),11.2,521,535,97.4%
2010,Year 7,24210,Manningham (C),11.2,1098,1145,95.9%
2010,Year 7,24250,Mansfield (S),11.2,68,69,98.6%
2010,Year 7,24330,Maribyrnong (C),11.2,693,736,94.2%
2010,Year 7,24410,Maroondah (C),11.2,1407,1445,97.4%
2010,Year 7,24600,Melbourne (C),11.2,669,674,99.3%
2010,Year 7,24650,Melton (S),11.2,1226,1282,95.6%
2010,Year 7,24780,Mildura (Rc),11.2,775,830,93.4%
2010,Year 7,24850,Mitchell (S),11.2,490,518,94.6%
2010,Year 7,24900,Moira (S),11.2,379,393,96.4%
